11108,391034120003015
11107,390017703002148
12432,450719502021057
11102,390430407001008
12430,450510516013002
11104,390430417005008
12436,450030207021000
13768,481130178131004
11105,390430415002035
13766,481130177022002
13771,481130180022018
11119,391650305012032
12443,450190031141000
11110,390610230012003
12444,450190031052046
11113,390351841062000
12441,450350108201004
11112,391499719001002
12445,450190031111056
13777,483290101071013
12418,450150205063001
12419,450450033032021
12417,450450029041033
13748,482030205023027
13741,482139510002004
13742,484391113082001
12415,450279605001028
12412,450510401051003
13743,484391113133006
12413,450510202002023
9810,360290148033016
9811,360010003001044
12429,450510516013036
9803,320310027031029
13752,482150205041025
13753,482150212022016
12420,450190046074014
13751,482150209043012
9807,320130105004046
9808,320199609002136
12424,450510509002071
9821,360730407003026
9822,360290149034001
13727,483030006051001
13728,483030104071000
13725,483030018012015
13729,483030105043010
9814,360010006003004
9815,360010021002006
9813,360010137031130
13723,483030018033020
13724,483030004021000
9816,360010139012001
9817,360010025002005
9832,361070204023007
8500,281439502003084
12407,450630210292005
12408,450630210271026
13736,480139602012023
12409,450630210201019
9825,360290093013009
9823,360290092003005
12403,450339706002006
12404,450599205025034
13732,480050009021000
9828,360570703001003
9840,360910617011023
9843,361031460033001
8513,281539502002036
13705,482799506002072
13706,483732102043009
9836,360110421001026
9837,360510303002015
9834,360810155001000
8509,281499503004002
13700,482917012002058
9850,360070007004012
8520,301110011002001
8523,301110018021009
8524,301110007061012
9855,360290129015001
8521,301110017021016
9852,360070005003005
8522,301110009013029
9853,360070128005000
13716,483030023003016
13717,483030014002001
13718,483030022021006
8517,281639502002007
9848,361190128024008
8514,280259503001007
9845,360811463001012
8515,281310202012030
9846,360811467001000
13713,481830015004047
12391,450630211102000
8531,300310006002002
12392,450790103062074
9860,360550153031025
12390,450830229003048
8534,300930006002008
9865,360050044003001
11063,390017701002063
12395,450410019004033
9866,360050399021000
11062,391259604002016
9863,360050425007001
11065,391730204022000
9864,360050330001002
9858,360670102001023
12399,450150207211031
11066,391730209005081
9856,361031466072003
8541,301051005003050
9872,360050401002001
11070,391093150025014
8542,300130009003011
9873,360050152002003
11072,390970401021025
8540,300010003001055
9871,360050421003000
9877,360050119001001
11073,390998119011024
8543,300130018001001
11076,391230502012021
9875,360050050023000
11075,391230505004006
9869,360050256002001
9868,360050251003000
8552,300290007005014
9883,360050393001000
9884,360050462021006
9881,360050071002015
9882,360050063002025
9887,360050061001000
11041,390799578002058
12373,450450009001017
8557,300530002003004
9888,360050220001010
12374,450450020012006
12372,450450021032012
9880,360050019001009
8549,300490005022023
11045,390950101005001
11044,390490095901001
12378,450479704003068
11047,391370303006036
8548,300490009002021
9879,360050195002004
11048,390170101011003
8563,300630002011078
9894,360050155002000
12380,450450025071072
8564,300630002011004
9895,360050185001008
8561,300630013034027
8567,300479403014042
9898,360050215011000
11052,390351773042007
8565,300630016003053
12382,450450025031037
9897,360050227021002
11053,390351771041006
9890,360050422001003
11056,390351776051013
11055,390351776061002
8558,300670004003059
12386,450310107002021
8559,300630015003037
11059,390897565002004
8574,370919504013017
8572,371259511003061
12351,450570112012000
13683,481677205012003
8576,371679303002023
13681,484790018082006
8570,300310015001064
11023,391517113111018
13686,481677207002006
11022,391517118001004
8569,300830704003045
12353,450219705025028
11024,391517123003008
12354,450219703012008
12359,450150207252012
11029,390930806003025
8586,371510303012055
13690,482199503002024
8589,370210008001000
